1;1;1.247494 
1;1;1.187890 
1;1;1.168494 
1;1;1.166242 
1;1;1.150401 
1;1;1.125116 
1;1;1.178976 
1;1;1.159878 
1;1;1.118804 
1;1;1.149945 
1;1;1.177417 
1;1;1.180885 
1;1;1.181412 
1;1;1.213682 
1;1;1.158509 
1;1;1.149634 
1;1;1.129626 
1;1;1.185184 
1;1;1.117392 
1;1;1.175831 
1;2;1.066959 
1;2;1.067883 
1;2;1.161684 
1;2;1.039606 
1;2;1.057715 
1;2;1.080359 
1;2;1.065216 
1;2;1.078691 
1;2;1.053688 
1;2;1.072035 
2;1;1.472645 
2;1;1.410303 
2;1;1.286648 
2;1;1.601887 
2;1;1.705209 
2;1;1.261733 
2;1;1.210451 
2;1;1.508896 
2;1;1.246421 
2;1;1.169897 
1;4;1.216763 
1;4;1.150024 
1;4;1.183170 
1;4;1.206856 
1;4;1.203960 
1;4;1.186074 
1;4;1.192559 
1;4;1.197620 
1;4;1.165239 
1;4;1.179252 
4;1;1.216355 
4;1;1.180776 
4;1;1.154335 
4;1;1.147863 
4;1;1.180482 
4;1;1.139362 
4;1;1.192615 
4;1;1.126471 
4;1;1.151352 
4;1;1.147924 
1;8;1.214123 
1;8;1.188543 
1;8;1.209427 
1;8;1.227855 
1;8;1.201900 
1;8;1.223140 
1;8;1.178837 
1;8;1.216048 
1;8;1.184866 
1;8;1.201265 
8;1;1.163269 
8;1;1.211280 
8;1;1.146236 
8;1;1.074138 
8;1;1.186468 
8;1;1.160909 
8;1;1.078684 
8;1;1.163010 
8;1;1.177970 
8;1;1.482444 
1;16;1.251690 
1;16;1.164727 
1;16;1.184138 
1;16;1.156772 
1;16;1.172990 
1;16;1.199995 
1;16;1.160421 
1;16;1.147370 
1;16;1.126324 
1;16;1.163901 
16;1;1.155241 
16;1;1.167994 
16;1;1.170453 
16;1;1.175332 
16;1;1.085950 
16;1;1.186913 
16;1;1.141661 
16;1;1.177376 
16;1;1.192577 
16;1;1.158413 
