1;1;1;1.190295 
1;1;1;1.182232 
1;1;1;1.126483 
1;1;1;1.181727 
1;1;1;1.137333 
1;1;1;1.126375 
1;1;1;1.150004 
1;1;1;1.192864 
1;1;1;1.155828 
1;1;1;1.152261 
1;1;1;1.129611 
1;1;1;1.202840 
1;1;1;1.179701 
1;1;1;1.101733 
1;1;1;1.156369 
1;1;1;1.276177 
1;1;1;1.184424 
1;1;1;1.178351 
1;1;1;1.176170 
1;1;1;1.227523 
1;1;2;1.039310 
1;1;2;1.064085 
1;1;2;1.175396 
1;1;2;1.399926 
1;1;2;1.407934 
1;1;2;1.177958 
1;1;2;1.755704 
1;1;2;1.629570 
1;1;2;1.396433 
1;1;2;1.446112 
1;2;1;1.163316 
1;2;1;1.116331 
1;2;1;1.176857 
1;2;1;1.159224 
1;2;1;1.157990 
1;2;1;1.139434 
1;2;1;1.129295 
1;2;1;1.104042 
1;2;1;1.163061 
1;2;1;1.076893 
1;1;4;1.275980 
1;1;4;1.203754 
1;1;4;1.201984 
1;1;4;1.191039 
1;1;4;1.190180 
1;1;4;1.177918 
1;1;4;1.223190 
1;1;4;1.254430 
1;1;4;1.277208 
1;1;4;1.342224 
1;4;1;1.362854 
1;4;1;1.547667 
1;4;1;1.507428 
1;4;1;1.317347 
1;4;1;1.237659 
1;4;1;1.224333 
1;4;1;1.334484 
1;4;1;1.207290 
1;4;1;1.178222 
1;4;1;1.236747 
1;1;8;1.220461 
1;1;8;1.195273 
1;1;8;1.189587 
1;1;8;1.203099 
1;1;8;1.199886 
1;1;8;1.148287 
1;1;8;1.197922 
1;1;8;1.192500 
1;1;8;1.197440 
1;1;8;1.195434 
1;8;1;1.117087 
1;8;1;1.141865 
1;8;1;1.131755 
1;8;1;1.119893 
1;8;1;1.118669 
1;8;1;1.149476 
1;8;1;1.132224 
1;8;1;1.068049 
1;8;1;1.179375 
1;8;1;1.120352 
1;1;16;1.168240 
1;1;16;1.113250 
1;1;16;1.154841 
1;1;16;1.139412 
1;1;16;1.156044 
1;1;16;1.126607 
1;1;16;1.144693 
1;1;16;1.161822 
1;1;16;1.171314 
1;1;16;1.168290 
1;16;1;1.205873 
1;16;1;1.121124 
1;16;1;1.231853 
1;16;1;1.069498 
1;16;1;1.136700 
1;16;1;1.102304 
1;16;1;1.163709 
1;16;1;1.167437 
1;16;1;1.136716 
1;16;1;1.107022 
2;1;1;1.070016 
2;1;1;1.044886 
2;1;1;0.993480 
2;1;1;1.001007 
2;1;1;1.031201 
2;1;1;1.021842 
2;1;1;1.033933 
2;1;1;0.993939 
2;1;1;1.030712 
2;1;1;1.010868 
2;1;1;1.062314 
2;1;1;1.076541 
2;1;1;1.095880 
2;1;1;1.025103 
2;1;1;1.027658 
2;1;1;1.106973 
2;1;1;1.082602 
2;1;1;1.124553 
2;1;1;0.991577 
2;1;1;1.065128 
2;1;2;0.960578 
2;1;2;0.980661 
2;1;2;0.975751 
2;1;2;0.986813 
2;1;2;0.976009 
2;1;2;0.947421 
2;1;2;0.986370 
2;1;2;0.953897 
2;1;2;0.926719 
2;1;2;0.964676 
2;2;1;0.988155 
2;2;1;0.974266 
2;2;1;0.973154 
2;2;1;0.966539 
2;2;1;0.962466 
2;2;1;0.954955 
2;2;1;0.943704 
2;2;1;0.961730 
2;2;1;0.963143 
2;2;1;0.966380 
2;1;4;1.030698 
2;1;4;1.020151 
2;1;4;1.025865 
2;1;4;1.028955 
2;1;4;1.054599 
2;1;4;1.025735 
2;1;4;1.026532 
2;1;4;0.982825 
2;1;4;0.968073 
2;1;4;1.056916 
2;4;1;1.013402 
2;4;1;0.989606 
2;4;1;1.009095 
2;4;1;0.976327 
2;4;1;0.999825 
2;4;1;0.975943 
2;4;1;0.963069 
2;4;1;1.034697 
2;4;1;0.983323 
2;4;1;0.974784 
2;1;8;1.105045 
2;1;8;1.105682 
2;1;8;1.112974 
2;1;8;1.107648 
2;1;8;1.109249 
2;1;8;1.107304 
2;1;8;1.112066 
2;1;8;1.068582 
2;1;8;1.129007 
2;1;8;1.063629 
2;8;1;0.989997 
2;8;1;1.011286 
2;8;1;1.010899 
2;8;1;1.008561 
2;8;1;1.021749 
2;8;1;0.996281 
2;8;1;1.016784 
2;8;1;0.946875 
2;8;1;0.959180 
2;8;1;1.020355 
2;1;16;1.092357 
2;1;16;1.106743 
2;1;16;1.069037 
2;1;16;1.052471 
2;1;16;1.105444 
2;1;16;1.047873 
2;1;16;1.097048 
2;1;16;1.075832 
2;1;16;1.082203 
2;1;16;1.090415 
2;16;1;0.978623 
2;16;1;1.072062 
2;16;1;1.009010 
2;16;1;1.043259 
2;16;1;1.019741 
2;16;1;1.027406 
2;16;1;1.033490 
2;16;1;1.017395 
2;16;1;1.000444 
2;16;1;0.994933 
4;1;1;0.874588 
4;1;1;0.907144 
4;1;1;0.935346 
4;1;1;0.883889 
4;1;1;0.938495 
4;1;1;0.940162 
4;1;1;0.895590 
4;1;1;0.917004 
4;1;1;0.905272 
4;1;1;0.937738 
4;1;1;0.950548 
4;1;1;0.912025 
4;1;1;0.914347 
4;1;1;0.895958 
4;1;1;0.930156 
4;1;1;0.912616 
4;1;1;0.912527 
4;1;1;0.880290 
4;1;1;0.954703 
4;1;1;0.938739 
4;1;2;0.903543 
4;1;2;0.891517 
4;1;2;0.976325 
4;1;2;0.906593 
4;1;2;0.898562 
4;1;2;0.867515 
4;1;2;0.927209 
4;1;2;0.957504 
4;1;2;0.941159 
4;1;2;0.940770 
4;2;1;0.979204 
4;2;1;0.961742 
4;2;1;0.951165 
4;2;1;0.977169 
4;2;1;0.952423 
4;2;1;0.948358 
4;2;1;0.927973 
4;2;1;0.973092 
4;2;1;0.978787 
4;2;1;0.966470 
4;1;4;0.914153 
4;1;4;0.913380 
4;1;4;0.906790 
4;1;4;0.915356 
4;1;4;0.920738 
4;1;4;0.909710 
4;1;4;0.923533 
4;1;4;0.939693 
4;1;4;0.910168 
4;1;4;0.912223 
4;4;1;1.028181 
4;4;1;0.986535 
4;4;1;0.971414 
4;4;1;0.999804 
4;4;1;0.981771 
4;4;1;0.959432 
4;4;1;0.987307 
4;4;1;0.965460 
4;4;1;1.025942 
4;4;1;1.004690 
4;1;8;1.035380 
4;1;8;1.037386 
