4;1;8;1.013887 
4;1;8;0.991888 
4;1;8;1.057306 
4;1;8;1.006496 
4;1;8;1.027707 
4;1;8;0.993479 
4;1;8;1.055676 
4;1;8;0.959997 
4;8;1;0.964476 
4;8;1;1.014614 
4;8;1;0.967293 
4;8;1;1.023806 
4;8;1;0.986314 
4;8;1;0.944566 
4;8;1;0.971589 
4;8;1;0.946265 
4;8;1;0.990427 
4;8;1;1.000026 
4;1;16;1.009456 
4;1;16;1.021417 
4;1;16;1.018836 
4;1;16;1.019502 
4;1;16;1.017666 
4;1;16;1.025034 
4;1;16;1.034772 
4;1;16;1.065224 
4;1;16;1.011017 
4;1;16;1.014187 
4;16;1;1.012850 
4;16;1;0.978275 
4;16;1;0.971913 
4;16;1;0.996536 
4;16;1;1.045510 
4;16;1;0.981316 
4;16;1;0.954886 
4;16;1;1.029854 
4;16;1;1.027562 
4;16;1;1.036557 
8;1;1;0.833265 
8;1;1;0.844843 
8;1;1;0.855087 
8;1;1;0.816423 
8;1;1;0.877146 
8;1;1;0.866156 
8;1;1;0.872148 
8;1;1;0.884390 
8;1;1;0.858384 
8;1;1;0.844476 
8;1;1;0.886602 
8;1;1;0.846863 
8;1;1;0.912910 
8;1;1;0.874267 
8;1;1;0.857890 
8;1;1;0.839273 
8;1;1;0.863675 
8;1;1;0.871184 
8;1;1;0.848987 
8;1;1;0.842864 
8;1;2;0.856515 
8;1;2;0.839641 
8;1;2;0.879381 
8;1;2;0.857520 
8;1;2;0.838775 
8;1;2;0.862000 
8;1;2;0.865886 
8;1;2;0.846512 
8;1;2;0.919545 
8;1;2;0.840183 
8;2;1;0.925046 
8;2;1;0.976340 
8;2;1;0.933216 
8;2;1;0.921648 
8;2;1;0.923206 
8;2;1;0.953362 
8;2;1;0.962754 
8;2;1;0.922673 
8;2;1;0.923854 
8;2;1;0.923209 
8;1;4;0.855300 
8;1;4;0.884813 
8;1;4;0.848912 
8;1;4;0.898019 
8;1;4;0.887128 
8;1;4;0.886277 
8;1;4;0.876963 
8;1;4;0.881032 
8;1;4;0.891822 
8;1;4;0.920724 
8;4;1;0.944819 
8;4;1;1.012798 
8;4;1;1.006706 
8;4;1;0.976888 
8;4;1;0.982505 
8;4;1;1.014437 
8;4;1;0.957273 
8;4;1;0.964378 
8;4;1;0.969079 
8;4;1;0.978770 
8;1;8;0.946863 
8;1;8;0.992252 
8;1;8;0.985763 
8;1;8;1.010317 
8;1;8;1.009240 
8;1;8;0.964308 
8;1;8;1.012884 
8;1;8;1.010228 
8;1;8;0.944757 
8;1;8;0.982716 
8;8;1;1.093799 
8;8;1;1.037724 
8;8;1;0.942869 
8;8;1;1.014803 
8;8;1;0.985361 
8;8;1;1.046188 
8;8;1;1.062641 
8;8;1;1.028498 
8;8;1;1.014261 
8;8;1;0.989850 
8;1;16;0.995467 
8;1;16;0.968871 
8;1;16;1.022610 
8;1;16;0.987414 
8;1;16;1.009728 
8;1;16;1.003366 
8;1;16;1.051222 
8;1;16;1.002182 
8;1;16;1.013790 
8;1;16;1.010347 
8;16;1;0.956101 
8;16;1;0.972607 
8;16;1;1.071475 
8;16;1;0.971602 
8;16;1;1.098940 
8;16;1;1.024410 
8;16;1;1.001339 
8;16;1;0.997408 
8;16;1;0.983674 
8;16;1;0.997034 
16;1;1;0.836599 
16;1;1;0.847220 
16;1;1;0.805868 
16;1;1;0.854560 
16;1;1;0.847245 
16;1;1;0.849412 
16;1;1;0.826071 
16;1;1;0.838995 
16;1;1;0.831347 
16;1;1;0.877386 
16;1;1;0.849059 
16;1;1;0.872031 
16;1;1;0.838989 
16;1;1;0.852680 
16;1;1;0.800145 
16;1;1;0.833157 
16;1;1;0.891706 
16;1;1;0.833364 
16;1;1;0.866785 
16;1;1;0.880429 
16;1;2;0.827781 
16;1;2;0.883081 
16;1;2;0.854144 
16;1;2;0.854196 
16;1;2;0.823141 
16;1;2;0.862538 
16;1;2;0.870679 
16;1;2;0.858238 
16;1;2;0.853751 
16;1;2;0.818312 
16;2;1;0.905170 
16;2;1;0.906418 
16;2;1;0.962883 
16;2;1;0.956048 
16;2;1;0.970742 
16;2;1;0.927246 
16;2;1;0.950493 
16;2;1;0.906365 
16;2;1;0.967265 
16;2;1;0.958132 
16;1;4;0.867024 
16;1;4;0.833941 
16;1;4;0.853460 
16;1;4;0.886688 
16;1;4;0.860033 
16;1;4;0.858330 
16;1;4;0.911138 
16;1;4;0.846041 
16;1;4;0.866100 
16;1;4;0.882762 
16;4;1;0.983473 
16;4;1;0.953893 
16;4;1;0.999760 
16;4;1;0.919811 
16;4;1;0.940600 
16;4;1;0.991476 
16;4;1;1.029657 
16;4;1;0.954554 
16;4;1;1.002263 
16;4;1;1.053720 
16;1;8;0.892913 
16;1;8;1.017230 
16;1;8;0.922974 
16;1;8;0.986136 
16;1;8;0.937113 
16;1;8;0.902044 
16;1;8;1.010787 
16;1;8;1.000223 
16;1;8;0.963486 
16;1;8;0.950105 
16;8;1;1.000574 
16;8;1;1.041845 
16;8;1;1.007509 
16;8;1;0.967389 
16;8;1;1.000983 
16;8;1;1.047235 
16;8;1;1.045141 
16;8;1;0.988708 
16;8;1;1.045818 
16;8;1;0.923809 
16;1;16;0.962925 
16;1;16;0.951926 
16;1;16;0.978650 
16;1;16;0.990922 
16;1;16;0.973210 
16;1;16;0.965963 
16;1;16;0.978288 
16;1;16;1.013050 
16;1;16;0.992990 
16;1;16;0.986144 
16;16;1;0.976567 
16;16;1;1.043742 
16;16;1;1.020312 
16;16;1;1.091049 
16;16;1;1.057148 
16;16;1;0.991422 
16;16;1;0.996559 
16;16;1;0.964356 
16;16;1;0.987379 
16;16;1;1.043694 
32;1;1;0.840083 
32;1;1;0.871699 
32;1;1;0.807580 
32;1;1;0.864799 
32;1;1;0.836638 
32;1;1;0.819304 
32;1;1;0.845156 
32;1;1;0.794228 
32;1;1;0.858862 
32;1;1;0.826258 
32;1;1;0.841577 
32;1;1;0.853942 
32;1;1;0.854842 
32;1;1;0.868540 
32;1;1;0.825505 
32;1;1;0.857150 
32;1;1;0.870193 
32;1;1;0.874959 
32;1;1;0.840355 
32;1;1;0.858133 
32;1;2;0.862547 
32;1;2;0.839425 
32;1;2;0.816195 
32;1;2;0.874364 
32;1;2;0.829567 
32;1;2;0.845728 
32;1;2;0.822712 
32;1;2;0.873799 
32;1;2;0.829260 
32;1;2;0.897571 
32;2;1;0.941352 
32;2;1;0.934652 
32;2;1;0.915742 
32;2;1;0.934796 
32;2;1;0.914956 
32;2;1;0.954568 
32;2;1;0.952806 
32;2;1;0.937464 
32;2;1;0.938666 
32;2;1;0.923387 
32;1;4;0.816867 
32;1;4;0.811016 
32;1;4;0.825869 
32;1;4;0.820154 
32;1;4;0.855902 
32;1;4;0.857603 
32;1;4;0.858885 
32;1;4;0.882142 
32;1;4;0.841411 
32;1;4;0.814381 
32;4;1;0.947110 
32;4;1;0.957384 
32;4;1;0.965183 
32;4;1;1.018116 
32;4;1;0.958298 
32;4;1;0.975229 
32;4;1;1.020544 
32;4;1;0.986415 
32;4;1;1.058303 
32;4;1;0.958765 
32;1;8;0.967324 
32;1;8;0.909544 
32;1;8;0.929810 
32;1;8;0.921224 
32;1;8;0.890652 
32;1;8;0.940715 
32;1;8;0.872339 
32;1;8;0.846211 
32;1;8;0.867974 
32;1;8;0.883886 
32;8;1;1.093029 
32;8;1;0.960418 
32;8;1;1.084031 
32;8;1;0.998552 
32;8;1;1.010549 
32;8;1;1.034563 
32;8;1;1.012603 
32;8;1;1.022521 
32;8;1;1.070703 
32;8;1;1.000786 
32;1;16;0.977866 
32;1;16;0.960618 
32;1;16;0.928695 
32;1;16;0.944011 
32;1;16;0.955404 
32;1;16;0.941137 
32;1;16;0.935607 
32;1;16;0.977752 
32;1;16;0.959801 
32;1;16;0.924724 
32;16;1;1.009511 
32;16;1;0.994004 
32;16;1;1.044828 
32;16;1;1.096566 
32;16;1;1.029892 
32;16;1;0.988202 
32;16;1;1.026215 
32;16;1;1.086153 
32;16;1;0.985112 
32;16;1;1.013795 
