1;1;1.070203 
1;1;1.474154 
1;1;1.575583 
1;1;1.051909 
1;1;1.408512 
1;1;1.148807 
1;1;1.199731 
1;1;1.137853 
1;1;1.190611 
1;1;1.159597 
1;1;1.150830 
1;1;1.046591 
1;1;1.186894 
1;1;1.020280 
1;1;1.313507 
1;1;0.990124 
1;1;1.101612 
1;1;1.056333 
1;1;1.012074 
1;1;1.120473 
1;2;1.099606 
1;2;1.018352 
1;2;1.031015 
1;2;1.160522 
1;2;1.315636 
1;2;1.037790 
1;2;0.985848 
1;2;1.015068 
1;2;1.063279 
1;2;0.985392 
2;1;0.968074 
2;1;0.960975 
2;1;0.992992 
2;1;0.943621 
2;1;0.935874 
2;1;1.009524 
2;1;0.943727 
2;1;0.970132 
2;1;0.971337 
2;1;0.992748 
1;4;1.036701 
1;4;1.037758 
1;4;1.064035 
1;4;1.048508 
1;4;1.041492 
1;4;1.051262 
1;4;1.036435 
1;4;1.052001 
1;4;1.011362 
1;4;1.037594 
4;1;0.999749 
4;1;0.968927 
4;1;0.967375 
4;1;0.964752 
4;1;0.983900 
4;1;1.002378 
4;1;0.998892 
4;1;0.969294 
4;1;0.986201 
4;1;1.031877 
1;8;1.129667 
1;8;1.101599 
1;8;1.108558 
1;8;1.119482 
1;8;1.127142 
1;8;1.064270 
1;8;1.107145 
1;8;1.094740 
1;8;1.080668 
1;8;1.130904 
8;1;1.001992 
8;1;0.992523 
8;1;0.980628 
8;1;0.986642 
8;1;0.996752 
8;1;0.997028 
8;1;1.009563 
8;1;1.005901 
8;1;1.035128 
8;1;1.002303 
1;16;1.061641 
1;16;1.069961 
1;16;1.082822 
1;16;1.080372 
1;16;1.060175 
1;16;1.100117 
1;16;1.091309 
1;16;1.065362 
1;16;1.081201 
1;16;1.074931 
16;1;0.997873 
16;1;1.008664 
16;1;1.013718 
16;1;1.024107 
16;1;1.014392 
16;1;1.034573 
16;1;1.017747 
16;1;0.992106 
16;1;0.990869 
16;1;1.005987 
