1;1;0.963991 
1;1;0.946603 
1;1;0.920708 
1;1;0.917256 
1;1;0.886036 
1;1;0.937743 
1;1;0.900783 
1;1;0.889754 
1;1;0.945223 
1;1;0.957102 
1;1;0.978778 
1;1;0.905183 
1;1;0.926394 
1;1;0.928831 
1;1;0.929779 
1;1;0.915770 
1;1;0.920605 
1;1;0.961979 
1;1;0.917938 
1;1;0.938892 
1;2;0.909352 
1;2;0.979369 
1;2;0.940539 
1;2;0.914939 
1;2;0.892155 
1;2;0.924465 
1;2;0.919744 
1;2;0.914500 
1;2;0.891490 
1;2;0.928179 
2;1;0.928936 
2;1;0.959692 
2;1;0.949725 
2;1;0.982726 
2;1;0.959169 
2;1;0.956815 
2;1;0.948821 
2;1;0.972321 
2;1;0.949858 
2;1;0.935325 
1;4;0.957328 
1;4;0.894269 
1;4;0.931780 
1;4;0.939236 
1;4;0.950824 
1;4;0.933560 
1;4;0.917046 
1;4;0.914045 
1;4;0.909853 
1;4;0.931728 
4;1;0.964944 
4;1;1.089609 
4;1;1.033177 
4;1;1.010670 
4;1;0.962350 
4;1;1.089510 
4;1;1.127629 
4;1;1.055100 
4;1;0.975554 
4;1;1.002915 
1;8;1.066383 
1;8;1.318950 
1;8;1.176250 
1;8;1.120149 
1;8;1.061467 
1;8;0.988451 
1;8;1.070478 
1;8;1.026908 
1;8;1.019312 
1;8;1.011921 
8;1;0.993750 
8;1;0.973350 
8;1;1.006807 
8;1;1.009346 
8;1;0.998190 
8;1;0.970004 
8;1;0.965423 
8;1;0.961128 
8;1;1.012330 
8;1;0.994110 
1;16;1.005537 
1;16;1.007159 
1;16;1.028810 
1;16;1.050100 
1;16;1.051388 
1;16;1.070144 
1;16;1.033492 
1;16;1.021042 
1;16;1.031187 
1;16;1.049696 
16;1;1.041339 
16;1;0.948233 
16;1;1.038247 
16;1;0.991398 
16;1;0.970057 
16;1;1.010330 
16;1;0.995485 
16;1;1.036427 
16;1;0.998325 
16;1;1.013340 
